TRAJECTORY;ASTAGarageSquare_ego;0.1;1809;;;;;;;
LINE;11.09;57.15;72.56;-0.00; 6.56;  5.49;   0.17;    0.03;0;ENDLINE
LINE;11.10;57.21;72.58;-0.00; 6.57;  5.49;   0.17;    0.03;0;ENDLINE
LINE;11.11;57.26;72.60;-0.00; 6.57;  5.49;   0.17;    0.03;0;ENDLINE
LINE;11.12;57.31;72.62;-0.00; 6.57;  5.49;   0.17;    0.03;0;ENDLINE
LINE;11.13;57.36;72.64;-0.00; 6.57;  5.49;   0.17;    0.03;0;ENDLINE
LINE;11.14;57.41;72.66;-0.00; 6.57;  5.50;   0.17;    0.03;0;ENDLINE
LINE;11.15;57.46;72.68;-0.00; 6.57;  5.50;   0.16;    0.02;0;ENDLINE
LINE;11.16;57.52;72.70;-0.00; 6.57;  5.50;   0.16;    0.02;0;ENDLINE
LINE;11.17;57.57;72.72;-0.00; 6.58;  5.50;   0.16;    0.02;0;ENDLINE
LINE;11.18;57.62;72.74;0.00; 6.58;  5.50;   0.16;    0.02;0;ENDLINE
LINE;11.19;57.67;72.76;0.00; 6.58;  5.50;   0.16;    0.02;0;ENDLINE
LINE;11.20;57.72;72.78;0.00; 6.58;  5.51;   0.16;    0.02;0;ENDLINE
LINE;11.21;57.77;72.80;0.00; 6.58;  5.51;   0.16;    0.02;0;ENDLINE
LINE;11.22;57.82;72.82;0.00; 6.58;  5.51;   0.16;    0.02;0;ENDLINE
LINE;11.23;57.88;72.84;0.00; 6.58;  5.51;   0.15;    0.02;0;ENDLINE
LINE;11.24;57.93;72.86;0.00; 6.58;  5.51;   0.15;    0.02;0;ENDLINE
LINE;11.25;57.98;72.88;0.00; 6.59;  5.52;   0.15;    0.02;0;ENDLINE
LINE;11.26;58.03;72.90;0.00; 6.59;  5.52;   0.15;    0.02;0;ENDLINE
LINE;11.27;58.08;72.91;0.00; 6.59;  5.52;   0.15;    0.02;0;ENDLINE
LINE;11.28;58.13;72.93;0.00; 6.59;  5.52;   0.15;    0.02;0;ENDLINE
LINE;11.29;58.19;72.95;0.00; 6.59;  5.52;   0.15;    0.02;0;ENDLINE
LINE;11.30;58.24;72.97;0.00; 6.59;  5.52;   0.14;    0.02;0;ENDLINE
LINE;11.31;58.29;72.99;0.00; 6.59;  5.53;   0.14;    0.02;0;ENDLINE
LINE;11.32;58.34;73.01;0.00; 6.59;  5.53;   0.14;    0.02;0;ENDLINE
LINE;11.33;58.39;73.03;0.00; 6.59;  5.53;   0.14;    0.02;0;ENDLINE
LINE;11.34;58.45;73.05;0.00; 6.60;  5.53;   0.14;    0.02;0;ENDLINE
LINE;11.35;58.50;73.07;0.00; 6.60;  5.53;   0.14;    0.02;0;ENDLINE
LINE;11.36;58.55;73.09;0.00; 6.60;  5.53;   0.14;    0.02;0;ENDLINE
LINE;11.37;58.60;73.11;0.00; 6.60;  5.53;   0.13;    0.02;0;ENDLINE
LINE;11.38;58.65;73.13;0.00; 6.60;  5.54;   0.13;    0.02;0;ENDLINE
LINE;11.39;58.70;73.15;0.00; 6.60;  5.54;   0.13;    0.02;0;ENDLINE
LINE;11.40;58.76;73.17;0.00; 6.60;  5.54;   0.13;    0.02;0;ENDLINE
LINE;11.41;58.81;73.19;0.00; 6.60;  5.54;   0.13;    0.02;0;ENDLINE
LINE;11.42;58.86;73.21;0.00; 6.60;  5.54;   0.13;    0.02;0;ENDLINE
LINE;11.43;58.91;73.23;0.00; 6.60;  5.54;   0.13;    0.02;0;ENDLINE
LINE;11.44;58.96;73.25;0.00; 6.60;  5.54;   0.12;    0.02;0;ENDLINE
LINE;11.45;59.01;73.27;0.00; 6.61;  5.55;   0.12;    0.02;0;ENDLINE
LINE;11.46;59.07;73.29;0.00; 6.61;  5.55;   0.12;    0.01;0;ENDLINE
LINE;11.47;59.12;73.31;0.00; 6.61;  5.55;   0.12;    0.01;0;ENDLINE
LINE;11.48;59.17;73.33;0.00; 6.61;  5.55;   0.12;    0.01;0;ENDLINE
LINE;11.49;59.22;73.35;0.00; 6.61;  5.55;   0.12;    0.01;0;ENDLINE
LINE;11.50;59.27;73.37;0.00; 6.61;  5.55;   0.12;    0.01;0;ENDLINE
LINE;11.51;59.33;73.39;-0.00; 6.61;  5.55;   0.11;    0.01;0;ENDLINE
LINE;11.52;59.38;73.41;-0.00; 6.61;  5.56;   0.11;    0.01;0;ENDLINE
LINE;11.53;59.43;73.43;-0.00; 6.61;  5.56;   0.11;    0.01;0;ENDLINE
LINE;11.54;59.48;73.45;-0.00; 6.61;  5.56;   0.11;    0.01;0;ENDLINE
LINE;11.55;59.53;73.47;-0.00; 6.61;  5.56;   0.11;    0.01;0;ENDLINE
LINE;11.56;59.59;73.49;-0.00; 6.61;  5.56;   0.11;    0.01;0;ENDLINE
LINE;11.57;59.64;73.51;-0.00; 6.61;  5.56;   0.11;    0.01;0;ENDLINE
LINE;11.58;59.69;73.53;-0.00; 6.62;  5.56;   0.11;    0.01;0;ENDLINE
LINE;11.59;59.74;73.55;-0.00; 6.62;  5.56;   0.10;    0.01;0;ENDLINE
LINE;11.60;59.79;73.57;-0.00; 6.62;  5.56;   0.10;    0.01;0;ENDLINE
LINE;11.61;59.85;73.59;-0.00; 6.62;  5.57;   0.10;    0.01;0;ENDLINE
LINE;11.62;59.90;73.61;-0.00; 6.62;  5.57;   0.10;    0.01;0;ENDLINE
LINE;11.63;59.95;73.63;-0.00; 6.62;  5.57;   0.10;    0.01;0;ENDLINE
LINE;11.64;60.00;73.65;-0.00; 6.62;  5.57;   0.10;    0.01;0;ENDLINE
LINE;11.65;60.05;73.67;-0.00; 6.62;  5.57;   0.10;    0.01;0;ENDLINE
LINE;11.66;60.11;73.69;-0.00; 6.62;  5.57;   0.10;    0.01;0;ENDLINE
LINE;11.67;60.16;73.71;-0.00; 6.62;  5.57;   0.10;    0.01;0;ENDLINE
LINE;11.68;60.21;73.73;-0.00; 6.62;  5.57;   0.09;    0.01;0;ENDLINE
LINE;11.69;60.26;73.75;-0.00; 6.62;  5.57;   0.09;    0.01;0;ENDLINE
LINE;11.70;60.31;73.77;-0.00; 6.62;  5.57;   0.09;    0.01;0;ENDLINE
LINE;11.71;60.37;73.79;-0.00; 6.62;  5.58;   0.09;    0.01;0;ENDLINE
LINE;11.72;60.42;73.81;-0.00; 6.62;  5.58;   0.09;    0.01;0;ENDLINE
LINE;11.73;60.47;73.83;-0.00; 6.62;  5.58;   0.09;    0.01;0;ENDLINE
LINE;11.74;60.52;73.85;-0.00; 6.62;  5.58;   0.09;    0.01;0;ENDLINE
LINE;11.75;60.57;73.87;-0.00; 6.63;  5.58;   0.09;    0.01;0;ENDLINE
LINE;11.76;60.63;73.89;-0.00; 6.63;  5.58;   0.09;    0.01;0;ENDLINE
LINE;11.77;60.68;73.91;-0.00; 6.63;  5.58;   0.09;    0.01;0;ENDLINE
LINE;11.78;60.73;73.93;-0.00; 6.63;  5.58;   0.08;    0.01;0;ENDLINE
LINE;11.79;60.78;73.95;-0.00; 6.63;  5.58;   0.08;    0.01;0;ENDLINE
LINE;11.80;60.84;73.97;0.00; 6.63;  5.58;   0.08;    0.01;0;ENDLINE
LINE;11.81;60.89;73.99;0.00; 6.63;  5.58;   0.08;    0.01;0;ENDLINE
LINE;11.82;60.94;74.01;0.00; 6.63;  5.59;   0.08;    0.01;0;ENDLINE
LINE;11.83;60.99;74.03;0.00; 6.63;  5.59;   0.08;    0.01;0;ENDLINE
LINE;11.84;61.04;74.05;0.00; 6.63;  5.59;   0.08;    0.01;0;ENDLINE
LINE;11.85;61.10;74.07;0.00; 6.63;  5.59;   0.08;    0.01;0;ENDLINE
LINE;11.86;61.15;74.09;0.00; 6.63;  5.59;   0.08;    0.01;0;ENDLINE
LINE;11.87;61.20;74.11;0.00; 6.63;  5.59;   0.07;    0.01;0;ENDLINE
LINE;11.88;61.25;74.13;0.00; 6.63;  5.59;   0.07;    0.01;0;ENDLINE
LINE;11.89;61.30;74.15;0.00; 6.63;  5.59;   0.07;    0.01;0;ENDLINE
LINE;11.90;61.36;74.17;0.00; 6.63;  5.59;   0.07;    0.01;0;ENDLINE
LINE;11.91;61.41;74.19;0.00; 6.63;  5.59;   0.07;    0.01;0;ENDLINE
LINE;11.92;61.46;74.21;0.00; 6.63;  5.59;   0.07;    0.01;0;ENDLINE
LINE;11.93;61.51;74.23;0.00; 6.63;  5.59;   0.07;    0.01;0;ENDLINE
LINE;11.94;61.57;74.25;0.00; 6.63;  5.59;   0.07;    0.01;0;ENDLINE
LINE;11.95;61.62;74.27;0.00; 6.63;  5.60;   0.07;    0.01;0;ENDLINE
LINE;11.96;61.67;74.29;0.00; 6.63;  5.60;   0.07;    0.01;0;ENDLINE
LINE;11.97;61.72;74.31;0.00; 6.63;  5.60;   0.06;    0.01;0;ENDLINE
LINE;11.98;61.77;74.33;0.00; 6.63;  5.60;   0.06;    0.01;0;ENDLINE
LINE;11.99;61.83;74.35;0.00; 6.63;  5.60;   0.06;    0.01;0;ENDLINE
LINE;12.00;61.88;74.37;0.00; 6.63;  5.60;   0.06;    0.01;0;ENDLINE
LINE;12.01;61.93;74.39;0.00; 6.64;  5.60;   0.06;    0.00;0;ENDLINE
LINE;12.02;61.98;74.41;0.00; 6.64;  5.60;   0.06;    0.00;0;ENDLINE
LINE;12.03;62.04;74.43;0.00; 6.64;  5.60;   0.06;    0.00;0;ENDLINE
LINE;12.04;62.09;74.45;0.00; 6.64;  5.60;   0.06;    0.00;0;ENDLINE
LINE;12.05;62.14;74.47;0.00; 6.64;  5.60;   0.06;    0.00;0;ENDLINE
LINE;12.06;62.19;74.49;0.00; 6.64;  5.60;   0.06;    0.00;0;ENDLINE
LINE;12.07;62.25;74.51;0.00; 6.64;  5.60;   0.05;    0.00;0;ENDLINE
LINE;12.08;62.30;74.53;0.00; 6.64;  5.60;   0.05;    0.00;0;ENDLINE
LINE;12.09;62.35;74.55;0.00; 6.64;  5.60;   0.05;    0.00;0;ENDLINE
LINE;12.10;62.40;74.57;0.00; 6.64;  5.60;   0.05;    0.00;0;ENDLINE
LINE;12.11;62.46;74.59;0.00; 6.64;  5.61;   0.05;    0.00;0;ENDLINE
LINE;12.12;62.51;74.61;0.00; 6.64;  5.61;   0.05;    0.00;0;ENDLINE
LINE;12.13;62.56;74.63;0.00; 6.64;  5.61;   0.05;    0.00;0;ENDLINE
LINE;12.14;62.61;74.65;0.00; 6.64;  5.61;   0.05;    0.00;0;ENDLINE
LINE;12.15;62.66;74.67;0.00; 6.64;  5.61;   0.05;    0.00;0;ENDLINE
LINE;12.16;62.72;74.69;0.00; 6.64;  5.61;   0.05;    0.00;0;ENDLINE
LINE;12.17;62.77;74.71;0.00; 6.64;  5.61;   0.05;    0.00;0;ENDLINE
LINE;12.18;62.82;74.73;0.00; 6.64;  5.61;   0.05;    0.00;0;ENDLINE
LINE;12.19;62.87;74.75;0.00; 6.64;  5.61;   0.04;    0.00;0;ENDLINE
LINE;12.20;62.93;74.77;0.00; 6.64;  5.61;   0.04;    0.00;0;ENDLINE
LINE;12.21;62.98;74.79;0.00; 6.64;  5.61;   0.04;    0.00;0;ENDLINE
LINE;12.22;63.03;74.81;-0.00; 6.64;  5.61;   0.04;    0.00;0;ENDLINE
LINE;12.23;63.08;74.83;-0.00; 6.64;  5.61;   0.04;    0.00;0;ENDLINE
LINE;12.24;63.14;74.85;-0.00; 6.64;  5.61;   0.04;    0.00;0;ENDLINE
LINE;12.25;63.19;74.87;-0.00; 6.64;  5.61;   0.04;    0.00;0;ENDLINE
LINE;12.26;63.24;74.89;-0.00; 6.64;  5.61;   0.04;    0.00;0;ENDLINE
LINE;12.27;63.29;74.91;-0.00; 6.64;  5.61;   0.04;    0.00;0;ENDLINE
LINE;12.28;63.35;74.93;-0.00; 6.64;  5.61;   0.04;    0.00;0;ENDLINE
LINE;12.29;63.40;74.95;-0.00; 6.64;  5.61;   0.04;    0.00;0;ENDLINE
LINE;12.30;63.45;74.97;-0.00; 6.64;  5.61;   0.04;    0.00;0;ENDLINE
LINE;12.31;63.50;74.99;-0.00; 6.64;  5.61;   0.04;    0.00;0;ENDLINE
LINE;12.32;63.56;75.01;-0.00; 6.64;  5.61;   0.03;    0.00;0;ENDLINE
LINE;12.33;63.61;75.03;-0.00; 6.64;  5.61;   0.03;    0.00;0;ENDLINE
LINE;12.34;63.66;75.05;0.00; 6.64;  5.61;   0.03;    0.00;0;ENDLINE
LINE;12.35;63.71;75.07;0.00; 6.64;  5.62;   0.03;    0.00;0;ENDLINE
LINE;12.36;63.77;75.09;0.00; 6.64;  5.62;   0.03;    0.00;0;ENDLINE
LINE;12.37;63.82;75.11;0.00; 6.64;  5.62;   0.03;    0.00;0;ENDLINE
LINE;12.38;63.87;75.13;0.00; 6.64;  5.62;   0.03;    0.00;0;ENDLINE
LINE;12.39;63.92;75.15;0.00; 6.64;  5.62;   0.03;    0.00;0;ENDLINE
LINE;12.40;63.98;75.17;0.00; 6.64;  5.62;   0.03;    0.00;0;ENDLINE
LINE;12.41;64.03;75.19;0.00; 6.64;  5.62;   0.03;    0.00;0;ENDLINE
LINE;12.42;64.08;75.21;0.00; 6.64;  5.62;   0.03;    0.00;0;ENDLINE
LINE;12.43;64.13;75.23;0.00; 6.64;  5.62;   0.03;    0.00;0;ENDLINE
LINE;12.44;64.19;75.25;0.00; 6.64;  5.62;   0.03;    0.00;0;ENDLINE
LINE;12.45;64.24;75.27;0.00; 6.64;  5.62;   0.03;    0.00;0;ENDLINE
LINE;12.46;64.29;75.29;0.00; 6.64;  5.62;   0.03;    0.00;0;ENDLINE
LINE;12.47;64.34;75.31;0.00; 6.64;  5.62;   0.02;    0.00;0;ENDLINE
LINE;12.48;64.40;75.33;0.00; 6.64;  5.62;   0.02;    0.00;0;ENDLINE
LINE;12.49;64.45;75.35;0.00; 6.64;  5.62;   0.02;    0.00;0;ENDLINE
LINE;12.50;64.50;75.37;0.00; 6.64;  5.62;   0.02;    0.00;0;ENDLINE
LINE;12.51;64.55;75.39;0.00; 6.64;  5.62;   0.02;    0.00;0;ENDLINE
LINE;12.52;64.61;75.41;0.00; 6.64;  5.62;   0.02;    0.00;0;ENDLINE
LINE;12.53;64.66;75.43;0.00; 6.64;  5.62;   0.02;    0.00;0;ENDLINE
LINE;12.54;64.71;75.45;0.00; 6.64;  5.62;   0.02;    0.00;0;ENDLINE
LINE;12.55;64.76;75.47;0.00; 6.64;  5.62;   0.02;    0.00;0;ENDLINE
LINE;12.56;64.82;75.49;0.00; 6.64;  5.62;   0.02;    0.00;0;ENDLINE
LINE;12.57;64.87;75.51;0.00; 6.64;  5.62;   0.02;    0.00;0;ENDLINE
LINE;12.58;64.92;75.53;0.00; 6.64;  5.62;   0.02;    0.00;0;ENDLINE
LINE;12.59;64.97;75.55;0.00; 6.64;  5.62;   0.02;    0.00;0;ENDLINE
LINE;12.60;65.03;75.57;0.00; 6.64;  5.62;   0.02;    0.00;0;ENDLINE
LINE;12.61;65.08;75.59;0.00; 6.64;  5.62;   0.02;    0.00;0;ENDLINE
LINE;12.62;65.13;75.61;0.00; 6.64;  5.62;   0.02;    0.00;0;ENDLINE
LINE;12.63;65.18;75.63;0.00; 6.64;  5.62;   0.01;    0.00;0;ENDLINE
LINE;12.64;65.24;75.65;0.00; 6.64;  5.62;   0.01;    0.00;0;ENDLINE
LINE;12.65;65.29;75.67;0.00; 6.64;  5.62;   0.01;    0.00;0;ENDLINE
LINE;12.66;65.34;75.69;0.00; 6.64;  5.62;   0.01;    0.00;0;ENDLINE
LINE;12.67;65.39;75.71;0.00; 6.64;  5.62;   0.01;    0.00;0;ENDLINE
LINE;12.68;65.45;75.73;0.00; 6.64;  5.62;   0.01;    0.00;0;ENDLINE
LINE;12.69;65.50;75.75;0.00; 6.64;  5.62;   0.01;    0.00;0;ENDLINE
LINE;12.70;65.55;75.77;0.00; 6.64;  5.62;   0.01;    0.00;0;ENDLINE
LINE;12.71;65.60;75.79;0.00; 6.64;  5.62;   0.01;    0.00;0;ENDLINE
LINE;12.72;65.66;75.81;0.00; 6.64;  5.62;   0.01;    0.00;0;ENDLINE
LINE;12.73;65.71;75.83;0.00; 6.64;  5.62;   0.01;    0.00;0;ENDLINE
LINE;12.74;65.76;75.85;0.00; 6.64;  5.62;   0.01;    0.00;0;ENDLINE
LINE;12.75;65.81;75.87;0.00; 6.64;  5.62;  -0.10;    0.00;0;ENDLINE
LINE;12.76;65.87;75.89;0.00; 6.64;  5.62;  -0.30;    0.00;0;ENDLINE
LINE;12.77;65.92;75.91;0.00; 6.64;  5.62;  -0.45;    0.00;0;ENDLINE
LINE;12.78;65.97;75.93;0.00; 6.64;  5.61;  -0.61;    0.00;0;ENDLINE
LINE;12.79;66.02;75.95;-0.00; 6.64;  5.60;  -0.81;    0.00;0;ENDLINE
LINE;12.80;66.08;75.97;-0.00; 6.64;  5.60;  -0.99;    0.00;0;ENDLINE
LINE;12.81;66.13;75.99;-0.00; 6.64;  5.59;  -1.13;    0.00;0;ENDLINE
LINE;12.82;66.18;76.01;-0.00; 6.64;  5.57;  -1.27;    0.00;0;ENDLINE
LINE;12.83;66.23;76.03;-0.00; 6.64;  5.56;  -1.40;    0.00;0;ENDLINE
LINE;12.84;66.28;76.05;-0.00; 6.64;  5.55;  -1.52;    0.00;0;ENDLINE
LINE;12.85;66.34;76.07;-0.00; 6.64;  5.53;  -1.62;    0.00;0;ENDLINE
LINE;12.86;66.39;76.09;-0.00; 6.64;  5.51;  -1.73;    0.00;0;ENDLINE
LINE;12.87;66.44;76.10;-0.00; 6.64;  5.50;  -1.82;    0.00;0;ENDLINE
LINE;12.88;66.49;76.12;-0.00; 6.64;  5.48;  -1.91;    0.00;0;ENDLINE
LINE;12.89;66.54;76.14;-0.00; 6.64;  5.46;  -1.99;    0.00;0;ENDLINE
LINE;12.90;66.59;76.16;-0.00; 6.64;  5.44;  -2.07;    0.00;0;ENDLINE
LINE;12.91;66.64;76.18;-0.00; 6.64;  5.42;  -2.14;    0.00;0;ENDLINE
LINE;12.92;66.69;76.20;-0.00; 6.64;  5.39;  -2.21;    0.00;0;ENDLINE
LINE;12.93;66.74;76.22;-0.01; 6.64;  5.37;  -2.27;    0.00;0;ENDLINE
LINE;12.94;66.79;76.24;-0.01; 6.64;  5.35;  -2.33;    0.00;0;ENDLINE
LINE;12.95;66.84;76.26;-0.01; 6.64;  5.33;  -2.39;    0.00;0;ENDLINE
LINE;12.96;66.89;76.28;-0.01; 6.64;  5.30;  -2.44;    0.00;0;ENDLINE
LINE;12.97;66.94;76.30;-0.01; 6.64;  5.28;  -2.49;    0.00;0;ENDLINE
LINE;12.98;66.99;76.31;-0.01; 6.64;  5.25;  -2.54;    0.00;0;ENDLINE
LINE;12.99;67.04;76.33;-0.01; 6.64;  5.23;  -2.57;    0.00;0;ENDLINE
LINE;13.00;67.09;76.35;-0.01; 6.64;  5.20;  -2.61;    0.00;0;ENDLINE
LINE;13.01;67.14;76.37;-0.01; 6.64;  5.17;  -2.64;    0.00;0;ENDLINE
LINE;13.02;67.19;76.39;-0.01; 6.64;  5.15;  -2.68;    0.00;0;ENDLINE
LINE;13.03;67.23;76.41;-0.01; 6.64;  5.12;  -2.71;    0.00;0;ENDLINE
LINE;13.04;67.28;76.42;-0.01; 6.64;  5.09;  -2.74;    0.00;0;ENDLINE
LINE;13.05;67.33;76.44;-0.01; 6.64;  5.07;  -2.77;    0.00;0;ENDLINE
LINE;13.06;67.38;76.46;-0.01; 6.64;  5.04;  -2.80;    0.00;0;ENDLINE
LINE;13.07;67.42;76.48;-0.01; 6.64;  5.01;  -2.82;    0.00;0;ENDLINE
LINE;13.08;67.47;76.50;-0.01; 6.64;  4.98;  -2.84;    0.00;0;ENDLINE
LINE;13.09;67.52;76.51;-0.01; 6.64;  4.95;  -2.87;    0.00;0;ENDLINE
LINE;13.10;67.56;76.53;-0.01; 6.64;  4.92;  -2.89;    0.00;0;ENDLINE
LINE;13.11;67.61;76.55;-0.01; 6.64;  4.89;  -2.91;    0.00;0;ENDLINE
LINE;13.12;67.65;76.56;-0.01; 6.64;  4.87;  -2.92;    0.00;0;ENDLINE
LINE;13.13;67.70;76.58;-0.01; 6.64;  4.84;  -2.94;    0.00;0;ENDLINE
LINE;13.14;67.74;76.60;-0.01; 6.64;  4.81;  -2.96;    0.00;0;ENDLINE
LINE;13.15;67.79;76.62;-0.01; 6.64;  4.78;  -2.97;    0.00;0;ENDLINE
LINE;13.16;67.83;76.63;-0.01; 6.64;  4.75;  -2.98;    0.00;0;ENDLINE
LINE;13.17;67.88;76.65;-0.01; 6.64;  4.72;  -3.00;    0.00;0;ENDLINE
LINE;13.18;67.92;76.67;-0.01; 6.64;  4.69;  -3.01;    0.00;0;ENDLINE
LINE;13.19;67.97;76.68;-0.01; 6.64;  4.66;  -3.02;    0.00;0;ENDLINE
LINE;13.20;68.01;76.70;-0.01; 6.64;  4.63;  -3.03;    0.00;0;ENDLINE
LINE;13.21;68.05;76.72;-0.01; 6.64;  4.60;  -3.04;    0.00;0;ENDLINE
LINE;13.22;68.10;76.73;-0.01; 6.64;  4.57;  -3.05;    0.00;0;ENDLINE
LINE;13.23;68.14;76.75;-0.01; 6.64;  4.54;  -3.06;    0.00;0;ENDLINE
LINE;13.24;68.18;76.76;-0.01; 6.64;  4.51;  -3.06;    0.00;0;ENDLINE
LINE;13.25;68.22;76.78;-0.01; 6.64;  4.47;  -3.07;    0.00;0;ENDLINE
LINE;13.26;68.26;76.80;-0.01; 6.64;  4.44;  -3.08;    0.00;0;ENDLINE
LINE;13.27;68.31;76.81;-0.01; 6.64;  4.41;  -3.08;    0.00;0;ENDLINE
LINE;13.28;68.35;76.83;-0.01; 6.64;  4.38;  -3.09;    0.00;0;ENDLINE
LINE;13.29;68.39;76.84;-0.01; 6.64;  4.35;  -3.10;    0.00;0;ENDLINE
LINE;13.30;68.43;76.86;-0.01; 6.64;  4.32;  -3.10;    0.00;0;ENDLINE
LINE;13.31;68.47;76.87;-0.01; 6.64;  4.29;  -3.10;    0.00;0;ENDLINE
LINE;13.32;68.51;76.89;-0.01; 6.64;  4.26;  -3.11;    0.00;0;ENDLINE
LINE;13.33;68.55;76.90;-0.01; 6.64;  4.23;  -3.11;    0.00;0;ENDLINE
LINE;13.34;68.59;76.92;-0.01; 6.64;  4.20;  -3.12;    0.00;0;ENDLINE
LINE;13.35;68.63;76.93;-0.01; 6.64;  4.16;  -3.12;    0.00;0;ENDLINE
LINE;13.36;68.67;76.95;-0.01; 6.64;  4.13;  -3.12;    0.00;0;ENDLINE
LINE;13.37;68.70;76.96;-0.01; 6.64;  4.10;  -3.13;    0.00;0;ENDLINE
LINE;13.38;68.74;76.98;-0.01; 6.64;  4.07;  -3.13;    0.00;0;ENDLINE
LINE;13.39;68.78;76.99;-0.01; 6.64;  4.04;  -3.13;    0.00;0;ENDLINE
LINE;13.40;68.82;77.00;-0.01; 6.64;  4.01;  -3.14;    0.00;0;ENDLINE
LINE;13.41;68.85;77.02;-0.01; 6.64;  3.98;  -3.15;    0.00;0;ENDLINE
LINE;13.42;68.89;77.03;-0.01; 6.64;  3.95;  -3.17;    0.00;0;ENDLINE
LINE;13.43;68.93;77.05;-0.01; 6.64;  3.91;  -3.18;    0.00;0;ENDLINE
LINE;13.44;68.96;77.06;-0.01; 6.64;  3.88;  -3.18;    0.00;0;ENDLINE
LINE;13.45;69.00;77.07;-0.01; 6.64;  3.85;  -3.19;    0.00;0;ENDLINE
LINE;13.46;69.04;77.09;-0.01; 6.64;  3.82;  -3.20;    0.00;0;ENDLINE
LINE;13.47;69.07;77.10;-0.01; 6.64;  3.79;  -3.20;    0.00;0;ENDLINE
LINE;13.48;69.11;77.11;-0.01; 6.64;  3.75;  -3.21;    0.00;0;ENDLINE
LINE;13.49;69.14;77.13;-0.01; 6.64;  3.72;  -3.21;    0.00;0;ENDLINE
LINE;13.50;69.18;77.14;-0.01; 6.64;  3.69;  -3.22;    0.00;0;ENDLINE
LINE;13.51;69.21;77.15;-0.01; 6.64;  3.66;  -3.23;    0.00;0;ENDLINE
LINE;13.52;69.25;77.17;-0.01; 6.64;  3.63;  -3.23;    0.00;0;ENDLINE
LINE;13.53;69.28;77.18;-0.01; 6.64;  3.59;  -3.23;    0.00;0;ENDLINE
LINE;13.54;69.31;77.19;-0.01; 6.64;  3.56;  -3.23;    0.00;0;ENDLINE
LINE;13.55;69.35;77.20;-0.01; 6.64;  3.53;  -3.24;    0.00;0;ENDLINE
LINE;13.56;69.38;77.22;-0.01; 6.64;  3.50;  -3.24;    0.00;0;ENDLINE
LINE;13.57;69.41;77.23;-0.01; 6.64;  3.46;  -3.24;    0.00;0;ENDLINE
LINE;13.58;69.44;77.24;-0.01; 6.64;  3.43;  -3.24;    0.00;0;ENDLINE
LINE;13.59;69.48;77.25;-0.01; 6.64;  3.40;  -3.24;    0.00;0;ENDLINE
LINE;13.60;69.51;77.27;-0.01; 6.64;  3.37;  -3.25;    0.00;0;ENDLINE
LINE;13.61;69.54;77.28;-0.01; 6.64;  3.33;  -3.25;    0.00;0;ENDLINE
LINE;13.62;69.57;77.29;-0.01; 6.64;  3.30;  -3.24;    0.00;0;ENDLINE
LINE;13.63;69.60;77.30;-0.01; 6.64;  3.27;  -3.24;    0.00;0;ENDLINE
LINE;13.64;69.63;77.31;-0.01; 6.64;  3.24;  -3.22;    0.00;0;ENDLINE
LINE;13.65;69.66;77.32;-0.01; 6.64;  3.20;  -3.21;    0.00;0;ENDLINE
LINE;13.66;69.69;77.33;-0.01; 6.64;  3.17;  -3.21;    0.00;0;ENDLINE
LINE;13.67;69.72;77.35;-0.01; 6.64;  3.14;  -3.20;    0.00;0;ENDLINE
LINE;13.68;69.75;77.36;-0.01; 6.64;  3.11;  -3.20;    0.00;0;ENDLINE
LINE;13.69;69.78;77.37;-0.01; 6.64;  3.08;  -3.19;    0.00;0;ENDLINE
LINE;13.70;69.81;77.38;-0.01; 6.64;  3.04;  -3.18;    0.00;0;ENDLINE
LINE;13.71;69.84;77.39;-0.01; 6.64;  3.01;  -3.18;    0.00;0;ENDLINE
LINE;13.72;69.86;77.40;-0.01; 6.64;  2.98;  -3.17;    0.00;0;ENDLINE
LINE;13.73;69.89;77.41;-0.01; 6.64;  2.95;  -3.17;    0.00;0;ENDLINE
LINE;13.74;69.92;77.42;-0.01; 6.64;  2.92;  -3.16;    0.00;0;ENDLINE
LINE;13.75;69.95;77.43;-0.01; 6.64;  2.89;  -3.15;    0.00;0;ENDLINE
LINE;13.76;69.97;77.44;-0.01; 6.64;  2.85;  -3.15;    0.00;0;ENDLINE
LINE;13.77;70.00;77.45;-0.01; 6.64;  2.82;  -3.14;    0.00;0;ENDLINE
LINE;13.78;70.03;77.46;-0.01; 6.64;  2.79;  -3.14;    0.00;0;ENDLINE
LINE;13.79;70.05;77.47;-0.01; 6.64;  2.76;  -3.13;    0.00;0;ENDLINE
LINE;13.80;70.08;77.48;-0.01; 6.64;  2.73;  -3.13;    0.00;0;ENDLINE
LINE;13.81;70.10;77.49;-0.01; 6.64;  2.70;  -3.12;    0.00;0;ENDLINE
LINE;13.82;70.13;77.50;-0.01; 6.64;  2.67;  -3.12;    0.00;0;ENDLINE
LINE;13.83;70.15;77.51;-0.01; 6.64;  2.64;  -3.11;    0.00;0;ENDLINE
LINE;13.84;70.18;77.52;-0.01; 6.64;  2.60;  -3.10;    0.00;0;ENDLINE
LINE;13.85;70.20;77.53;-0.01; 6.64;  2.57;  -3.09;    0.00;0;ENDLINE
LINE;13.86;70.22;77.54;-0.01; 6.64;  2.54;  -3.07;    0.00;0;ENDLINE
LINE;13.87;70.25;77.55;-0.01; 6.64;  2.51;  -3.04;    0.00;0;ENDLINE
